,id,text,created_at,elden ring,retweet_count,reply_count,like_count,quote_count,polarity
7250,1601214016231440385,Elden Ring is a VERY deserving winner  but God of War  Ragnarok is my GOTY  Great to have both these masterpieces ,2022-12-09T13:55:45.000Z,1.0,0,1,3,1,0.79
7257,1601213878410817537,Elden Ring dlc boss fight,2022-12-09T13:55:12.000Z,1.0,2,0,4,0,0.0
7294,1601213140225896456,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill ClintonInsider trading discussion group  click to join    ,2022-12-09T13:52:16.000Z,1.0,0,0,0,0,-0.4
7362,1601211701453815809,To the people wondering how God of War Ragnarok can sweep most of but not win game of the year You know when youre someones best friend in almost every way  but that friend ends up marrying someone else  Yeah  Elden Ring put a ring on it ,2022-12-09T13:46:33.000Z,1.0,0,1,1,0,0.175
7369,1601211622726701056,was really something huh  God of war almost won every awardGenshin Impact somehow beat SonicElden ring won GOTYAnd some kid was talking about Bill Clinton,2022-12-09T13:46:14.000Z,1.0,0,1,2,0,0.2
7436,1601210194297753600,Congratulations to Elden Ring on Game of the Year ,2022-12-09T13:40:34.000Z,1.0,0,0,0,0,-0.4
7441,1601210089490485248,Elden ring Game of the year  ,2022-12-09T13:40:09.000Z,1.0,0,1,1,0,-0.4
7442,1601210059287154694,TTs  14 40  Per Luis de la Fuente Elden Ring,2022-12-09T13:40:01.000Z,1.0,0,0,0,0,0.0
7455,1601209824636637184,I went to sleep before ended and waking up and finding out that a random kid said I want to nominate this award to my orthodox rabbi Bill Clinton on stage after Elden Ring won GOTY is crazy,2022-12-09T13:39:05.000Z,1.0,0,0,1,0,-0.4333333333333333
7460,1601209658152484864,So glad Elden Ring won and didn t  fuck Playstation users  actually braindead retards and their exclusives,2022-12-09T13:38:26.000Z,1.0,0,0,1,0,-0.2
7520,1601208360774553600,Dont fear the coming crisis Joing me at ClintonGallego KingRamsElden Ring LanguageKill BillGOTYDaily Quordle,2022-12-09T13:33:16.000Z,1.0,0,0,0,0,0.0
7526,1601208324174671872,Huge congrats to Elden Ring for winning GOTY  There were so many good games nominated for it but I am so happy ER won it  I enjoyed this game so much and definitely lived to the hype  The visuals  soundtrack  gameplay etc  totally deserved it,2022-12-09T13:33:08.000Z,1.0,5,5,34,0,0.32000000000000006
7545,1601207771168673793,In The Game Awards announce the collaboration between Elden Ring X Bill Clinton ,2022-12-09T13:30:56.000Z,1.0,7,0,27,0,-0.4
7613,1601206652178665473,Game of the year Had lots of fun  and deaths  in this one Game  Elden Ring,2022-12-09T13:26:29.000Z,1.0,4,0,10,0,-0.16666666666666666
7642,1601206121641185280,Elden ring deserved game of the year  God of war also deserved game of the year  They were both fantastic games in their own ways  I love both and wish people would stop putting them against each other  Gaming took a huge W yesterday ,2022-12-09T13:24:23.000Z,1.0,0,0,1,0,0.1392857142857143
7689,1601205043944116225,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill ClintonStocks  Options  Forex  Energy  Gold Discussion Groups    ,2022-12-09T13:20:06.000Z,1.0,0,0,0,0,-0.4
7693,1601205026646593537,TTs  14 20  Per Luis de la Fuente Elden Ring,2022-12-09T13:20:01.000Z,1.0,0,0,0,0,0.0
7701,1601204890172555264,Elden ring wins  bruh,2022-12-09T13:19:29.000Z,1.0,0,0,0,0,0.3
7705,1601204832278573057,God of War Ragnarok  Elden Ring devs congratulate one other over TGA wins ,2022-12-09T13:19:15.000Z,1.0,4,1,55,2,0.0875
7707,1601204759876468736,Bon bah Elden Ring GOTY  ,2022-12-09T13:18:58.000Z,1.0,0,0,0,0,0.0
7716,1601204497468256257,Congrats to elden ring,2022-12-09T13:17:55.000Z,1.0,0,0,0,0,0.0
7725,1601204170065080322,I knew it in my bonesA man cannot kill a God  Gideon Ofnir Congratulations Elden Ring for winning GOTYAll the nominees delivered their best this year ,2022-12-09T13:16:37.000Z,1.0,0,0,0,0,0.75
7758,1601203584141471744,I hated Dark Souls  Every time I played it was a miserable experience Elden Ring was my favorite game released this year  It absolutely deserves GOTY  I am so hype for the new Armored Core ,2022-12-09T13:14:18.000Z,1.0,0,0,0,0,-0.23051948051948049
7774,1601203257925201920,The Game Awards   GOTY  Why Did God of War Lose To Elden Ring ,2022-12-09T13:13:00.000Z,1.0,0,0,0,0,-0.4
7837,1601201469457588224,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill ClintonInsider trading discussion group  click to join    ,2022-12-09T13:05:53.000Z,1.0,0,0,0,0,-0.4
7853,1601201138283384832,Congratulations are in order wins Game of the Year Elden Ring features from and Rachel Atkins up and massive love to,2022-12-09T13:04:34.000Z,1.0,1,1,7,0,0.09999999999999999
7888,1601200557762674689,is multiplat bias since Elden Ring won this year Sekiro in  amp  It Takes Two won last year  Or is it Nintendo bias since Zelda won in or Sony bias since they won in  amp   What bias is it Xbox guys   ,2022-12-09T13:02:16.000Z,1.0,4,2,25,0,0.0
7920,1601199992278065154,TTs  14 00  Per Luis de la Fuente Elden Ring,2022-12-09T13:00:01.000Z,1.0,0,0,0,0,0.0
7925,1601199891233271808,LETS FUCKING GOOOOOOO     ELDEN RING WON GAME OF THE YEAR AT All the other nominees were very worthy of the title as well  The devs did amazing on their games and are all amazing games  Congrats to all the winners at the Game Awards   Another great year ,2022-12-09T12:59:37.000Z,1.0,0,0,2,0,0.1135416666666667
7939,1601199572122230784,Elden Ring vence a categoria de  Game Of The Year  no  ,2022-12-09T12:58:21.000Z,1.0,0,0,0,0,-0.4
7949,1601199283851911171,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill ClintonStock Alerts Discussion Group    ,2022-12-09T12:57:12.000Z,1.0,0,0,0,0,-0.4
7952,1601199231292755971,While Elden Ring took the Game Of The Year Award  some fans are concerned about the possible DLC delay due to the Armored Core announcement Read the full story here ,2022-12-09T12:57:00.000Z,1.0,1,0,1,0,-0.04375000000000001
7965,1601199051936268288,I gotta say  kinda feels sucky that Horizon Forbidden West didn t get anything at Up until my third  and favorite  playthrough of Elden Ring  it was my choice for GOTY   at least until Ragnarok overtook both gamesGenerally  Forbidden West didn t get much wrong,2022-12-09T12:56:17.000Z,1.0,0,3,2,0,-0.075
7994,1601198134561976320,Elden Ring got the deserved award that was his in the moment it saw the light of this world  This game is one of the few that got me so addicted  Thanks Miyazaki and George R  R  Martin for create this game,2022-12-09T12:52:38.000Z,1.0,0,0,0,0,-0.13333333333333333
8055,1601197220010766336,Elden Ring PS5 is still out of stock on Amazon  Congrats again on the Game of the Year win ,2022-12-09T12:49:00.000Z,1.0,0,0,3,0,0.2
8150,1601195086468947969,bro  diablo and ff16 BOTH IN JUNE  elden ring wins GOTY and death stranding is announced by the goat shoutout,2022-12-09T12:40:32.000Z,1.0,0,0,0,0,0.3
8160,1601194962703491073,TTs  13 40  Per Luis de la Fuente Elden Ring,2022-12-09T12:40:02.000Z,1.0,0,0,0,0,0.0
8175,1601194664085921792,Good Friday all  Last night s is awesome with the release of new trailers from different games  Congrats again FromSoftware Inc  Elden Ring for winning the Game of the Year GOTY,2022-12-09T12:38:51.000Z,1.0,0,0,0,0,0.27662337662337666
8200,1601193943021985792,Who the fuck was this at I swear  I thought he was one of the devs for Elden Ring  This should of been a will Smith moment for one of the dev to slap him ,2022-12-09T12:35:59.000Z,1.0,0,0,0,0,-0.4
8207,1601193805239451648,Man  Genshin Impact  Sonic  Bill Clinton and Elden RingWhat a day for gaming,2022-12-09T12:35:26.000Z,1.0,0,0,0,0,0.0
8208,1601193799270928385,Trolling and bias aside  Elden Ring deserved to win GOTY at because it has the best exploration I ve ever experienced in a video game,2022-12-09T12:35:25.000Z,1.0,0,3,29,0,0.55
8233,1601193167533269000,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill ClintonStock insider trading discussion group  click to join    ,2022-12-09T12:32:54.000Z,1.0,0,0,0,0,-0.4
8290,1601191644996702209,AYOOOOO ELDEN RING WON GAME OF THE YEAR AWARD   LETS GOOOOOOOOOO      And you know what KIRBY WON ITS OWN AWARD TOO    ,2022-12-09T12:26:51.000Z,1.0,1,0,3,0,0.09999999999999998
8309,1601191260530028544,Elden Ring Congrats,2022-12-09T12:25:19.000Z,1.0,24,4,73,1,0.0
8317,1601191046473736193,Rlly just forgot about the game awards but uhhhh elden ring GOTY wooo,2022-12-09T12:24:28.000Z,1.0,0,0,2,0,-0.4
8330,1601190835160162304,Elden Ring is going to have a lot of characters named Rabbi Bill Clinton thanks to this weirdo huh ,2022-12-09T12:23:38.000Z,1.0,0,0,0,0,0.2
8335,1601190753761644545,Horizon zero dawn  forbidden west should have one award at least   It had no chance with elden ring and god of war  Ragnarok,2022-12-09T12:23:19.000Z,1.0,0,0,0,0,-0.3
8372,1601190032466853890,Elden Ring is your Game of the Year,2022-12-09T12:20:27.000Z,1.0,0,0,0,0,-0.4
8384,1601189927403782144,TTs  13 20  Per Luis de la Fuente Elden Ring,2022-12-09T12:20:02.000Z,1.0,0,0,0,0,0.0
8428,1601188935199518721,ELDEN RING has won Game of the Year at the Game Awards   ,2022-12-09T12:16:05.000Z,1.0,0,0,0,0,-0.4
8512,1601187056440733697,i still find it wild that this kid managed to get on stage without anyone saying anything   even the developers of Elden Ring,2022-12-09T12:08:37.000Z,1.0,0,2,8,0,0.1
8522,1601186906330779653,Elden Ring se lleva Game of The Year ,2022-12-09T12:08:01.000Z,1.0,0,1,6,0,-0.4
8534,1601186578071949313,ELDEN RING E GOTY KRL,2022-12-09T12:06:43.000Z,1.0,0,0,0,0,0.0
8548,1601186184721727489,Elden Ring wins Game of the Year at The Game Awards,2022-12-09T12:05:09.000Z,1.0,0,0,0,0,-0.16666666666666666
8571,1601185730214400001,ELDEN RING wins Best Game Direction at  ,2022-12-09T12:03:21.000Z,1.0,0,0,0,0,0.3
8573,1601185713860419584,ELDEN RING wins Game of the Year at  ,2022-12-09T12:03:17.000Z,1.0,0,0,0,0,-0.05000000000000002
8582,1601185582423887873,How did Elden Ring win best game direction when it doesnt even have a minimap its rigged u cant fool me,2022-12-09T12:02:46.000Z,1.0,0,0,0,0,0.4666666666666666
8619,1601184910147887104,Top de Twitter en   NewsBrittney GrinerPerMeghanNMIXXElden RingPedro CastilloJinniGenshin,2022-12-09T12:00:05.000Z,1.0,1,0,1,0,0.5
8622,1601184894251667456,Congratulations  Elden Ring ,2022-12-09T12:00:02.000Z,1.0,0,0,0,0,0.0
8650,1601184514344386561,Time for Elden Ring Check out the nominees for   Who will you vote for ,2022-12-09T11:58:31.000Z,1.0,0,1,0,0,0.0
8654,1601184444647628801,As good as God of war ragnorak is Elden Ring deserved it,2022-12-09T11:58:14.000Z,1.0,0,2,1,0,0.7
8664,1601184214871085058,THE GAME AWARDS   ELDEN RING VENCEDOR    ,2022-12-09T11:57:20.000Z,1.0,0,0,1,0,-0.4
8672,1601184064362676224,Heres a hot take  God of War should have won  The art  gameplay  and story were all a  10  but Elden Ring didnt really feel like it had a story  just a very hard free roam imo  but if GOW didnt win  it was my second pick so Im still good with it,2022-12-09T11:56:44.000Z,1.0,0,0,0,0,0.28154761904761905
8673,1601184062622044160,Congrats Elden Ring ,2022-12-09T11:56:43.000Z,1.0,0,0,1,0,0.0
8678,1601183917742395393,Elden Ring Game of the year   ,2022-12-09T11:56:09.000Z,1.0,0,0,1,0,-0.4
8687,1601183729640054784,Awards Between Them Elden Ring  amp  God Of War Ragnark At The Game Awards ,2022-12-09T11:55:24.000Z,1.0,30,1,282,1,-0.4
8692,1601183638619578368,The Game Awards GOTY For Is Elden Ring,2022-12-09T11:55:02.000Z,1.0,6,8,53,1,-0.4
8739,1601182812484214785,Elden ring won game of the year Time to take this as my own personal achievement Thank you  thank you ,2022-12-09T11:51:45.000Z,1.0,0,0,0,0,0.06666666666666665
8756,1601182322644381696,Johnny Depp plays Bill Clinton kid in the biopic on Apple TV next springElden Ring,2022-12-09T11:49:48.000Z,1.0,0,0,0,0,0.0
8790,1601181494730690560,The worst part of the whole rabbi Bill Clinton kid thing at is that it took the attention and the spotlight away from what really deserved it  No  not Elden Ring  but FLUTE GUY  Did you all see him in the orchestra  He was POPPING OFF ,2022-12-09T11:46:31.000Z,1.0,0,0,1,0,-0.20000000000000004
8797,1601181421392908289,Well done Elden Ring Bill Clinton Boss DLC when ,2022-12-09T11:46:14.000Z,1.0,0,0,0,0,0.0
8806,1601181194204217344,I think I fall under the one percent of people that is yet to play Elden Ring Maybe next year ,2022-12-09T11:45:19.000Z,1.0,0,0,0,0,0.0
8862,1601179977117970434,congratulations to elden ring for winning game of the year ,2022-12-09T11:40:29.000Z,1.0,1,0,3,0,0.04999999999999999
8875,1601179726558920704,And finally  Elden Ring takes home Game of the Year at,2022-12-09T11:39:29.000Z,1.0,3,3,15,1,-0.2
8882,1601179439961890816,While  Elden Ring  took home Game of the Year and  God of War Ragnarok  swept seven categories  plenty of other games left the ceremony with a trophy or two   here s the full list of winners from  ,2022-12-09T11:38:21.000Z,1.0,0,0,1,0,-0.04375000000000001
8898,1601178988382064642,Video games are BACK congrats to Elden Ring,2022-12-09T11:36:33.000Z,1.0,0,0,3,0,0.0
8919,1601178563650416640,Congrats to Elden Ring winning game of the year  Amazing game ,2022-12-09T11:34:52.000Z,1.0,0,0,1,0,0.07500000000000001
8928,1601178350969847808,And cue the fanboys being insufferable about  But God of War should ve won Game of the Year For YOU  it won  And that s great For an award show  Elden Ring won  And that s also great A game is not made better or worse because of a silly little trophy ,2022-12-09T11:34:01.000Z,1.0,0,0,4,0,0.02656250000000003
8931,1601178299522514946,I got another one You thought either Xenoblade or Elden Ring was gonna win Best Score  amp  Music ,2022-12-09T11:33:49.000Z,1.0,0,0,1,0,0.9
8975,1601176972859965441,Personally I have a really difficult time with soulsborne games but I absolutely recognize why theyre so beloved  Congrats to Elden Ring ,2022-12-09T11:28:33.000Z,1.0,0,0,0,0,0.09999999999999999
8980,1601176871177097216,Game of the year Elden Ring GOTY,2022-12-09T11:28:09.000Z,1.0,3,1,21,0,-0.4
9039,1601175330240475137,Elden Ring did not deserve GOTY  That s a damn fact ,2022-12-09T11:22:01.000Z,1.0,0,0,0,0,0.0
9040,1601175323852144642,  Elden Ring wins Game of the Year  God of War Ragnarok walks home with multiple awards ,2022-12-09T11:22:00.000Z,1.0,1,0,4,0,-0.03333333333333335
9059,1601174960969748480,Honestly it s a hard choice between elden ring and GoWR personally GoWR was my game of the year but damn was it a fight to the finish  congrats to everyone involved and congrats to Elden ring for achieving game of the year,2022-12-09T11:20:33.000Z,2.0,0,0,0,0,-0.2729166666666667
9081,1601174456843796480,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T11:18:33.000Z,1.0,0,0,0,0,-0.4
9108,1601173868127084544,ELDEN RING WON    HADES       ARCANE WON    CELESTE       FUCK YEAH,2022-12-09T11:16:13.000Z,1.0,0,0,0,0,-0.4
9156,1601172933648715779,You know it Elden Ring is the game of the year ,2022-12-09T11:12:30.000Z,1.0,0,0,0,0,-0.4
9158,1601172898873454594,Im so so happy for everyone involved at Elden Ring and all of its fans and again congratulations to GOWR is still my game of the year  Congratulations on the awards you picked up for this masterpiece,2022-12-09T11:12:22.000Z,1.0,2,0,4,0,0.2
9175,1601172482438098945,Don t care what says for me is GOTY even when Elden Ring is official GOTY for me it stays in the Realms,2022-12-09T11:10:42.000Z,1.0,0,2,3,0,0.0
9186,1601172248714694657,Elden Ring wins Game of the Year at,2022-12-09T11:09:47.000Z,1.0,8,0,85,1,-0.05000000000000002
9205,1601171852734660609,Elden Ring has done it  But come on  what other game would it be  Winners for The Game Awards  ,2022-12-09T11:08:12.000Z,1.0,0,1,0,0,-0.30833333333333335
9220,1601171475339173888,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T11:06:42.000Z,1.0,0,0,0,0,-0.4
9309,1601169795441127425,Fans of Elden Ring and God of War fighting on Twitter ,2022-12-09T11:00:02.000Z,1.0,0,0,0,0,0.0
9319,1601169664213929985,If Umineko won the game awards Beatrice  Hello everyone  I just wanted to say thank you for voting for me  we had some   underserving nominees    Beato glares at Sonic Frontier Genshin Impact and Elden Ring,2022-12-09T10:59:30.000Z,1.0,0,0,1,0,-0.4
9326,1601169553945694209,Splatoon winS Best Multiplayer and Elden Ring wins the GOTY LETS GOOOOOO   ,2022-12-09T10:59:04.000Z,1.0,0,0,2,0,0.5333333333333333
9338,1601169013325058048,Elden Ring  Game of the Year winner,2022-12-09T10:56:55.000Z,1.0,0,0,4,0,-0.4
9350,1601168753982861313,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:55:53.000Z,1.0,0,0,0,0,-0.4
9372,1601168340420288514,Mans woke up at  30 for the first time in years and that was to watch and watch Elden ring win  What a fucking dub,2022-12-09T10:54:15.000Z,1.0,0,0,0,0,0.15000000000000002
9401,1601167703661637632,All memes aside  the fact that the kid was able to go on stage with the Elden Ring guys was such a major security risk ,2022-12-09T10:51:43.000Z,1.0,0,0,1,0,0.1875
9414,1601167270872584193,Congratulations to FromSoftware and Elden Ring on winning Game of the Year at  ,2022-12-09T10:50:00.000Z,1.0,1,0,11,0,0.04999999999999999
9419,1601167215050764288,Elden Ring wins Game of the Year award at,2022-12-09T10:49:46.000Z,1.0,0,0,0,0,-0.05000000000000002
9422,1601167157236113408,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:49:33.000Z,1.0,0,0,0,0,-0.4
9445,1601166828138823681,VAMOSSSSS ELDEN RING GOTY I love you,2022-12-09T10:48:14.000Z,1.0,0,1,1,0,0.5
9458,1601166414395879427,Game Awards Stage Crasher Arrested After Confusing Bill Clinton Speech  As the team behind  Elden Ring  collected their award  the stage crasher made a brief speech about  reformed orthodox rabbi Bill Clinton  ,2022-12-09T10:46:36.000Z,1.0,0,0,1,0,-0.26
9469,1601166012333887490,FromSoftware earns Best Game Direction for Elden Ring at   Congrats ,2022-12-09T10:45:00.000Z,1.0,0,0,6,0,0.3
9488,1601165609437274112,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:43:24.000Z,1.0,0,0,0,0,-0.4
9496,1601165338850172928,What a spectacular event  Al Pacino  Hades   and Elden Ring  the rightful Goty winner ,2022-12-09T10:42:19.000Z,1.0,0,0,0,0,0.6
9510,1601164959668326404,We are absolutely STOKED that ELDEN RING won Game of the Year    We loved  loved  LOVED working on it and are so unbelievably proud  amp  happy for them RISE  TARNISHED  ,2022-12-09T10:40:49.000Z,1.0,5,12,99,5,0.5
9514,1601164871173042176,Best game year on become Elden Ring  Else Like you Elden Ring or no  Well and else interesting game was Death Stranding   And Stray  a so The Game Awards was wonderful,2022-12-09T10:40:28.000Z,2.0,0,0,0,0,0.21666666666666667
9543,1601164186645512192,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:37:44.000Z,1.0,0,0,0,0,-0.4
9554,1601163886102990849,Had to sit thru this god awful event just to see min teaser of teken I hate you bamco  And that kratos guy thought he was in the oscars i think we dont give a fuck man mfer talked for mins smh  Only positive is elden ring won goty over ragnorok ,2022-12-09T10:36:33.000Z,1.0,0,0,1,0,-0.3945454545454546
9559,1601163812698488835,Elden Ring wins Game of the Year,2022-12-09T10:36:15.000Z,1.0,1,0,5,0,-0.05000000000000002
9562,1601163748755898368,Elden Ring won Game of the Year at   Heres our review once again of this absolute masterpiece of a game ,2022-12-09T10:36:00.000Z,1.0,0,0,8,0,-0.20000000000000004
9563,1601163719018352640,Fairest gotyWell deserved Elden Ring,2022-12-09T10:35:53.000Z,1.0,0,0,0,0,0.0
9579,1601163537824747522,Congratulations Elden Ring  ,2022-12-09T10:35:10.000Z,1.0,56,9,150,0,0.0
9642,1601162240568266752,Elden Ring wins Best Roleplaying Game at   Congrats FromSoftware ,2022-12-09T10:30:00.000Z,1.0,0,0,3,0,0.3
9655,1601162039552053248,Elden Ring GOTY mood,2022-12-09T10:29:13.000Z,1.0,0,0,1,0,0.0
9660,1601162003640221698,What a wild   From surprise actors  HALSEY  fantastic trailers  and the kid that was immediately suspicious Decided I need to play God of War  I should finish Elden Ring  its hard  Also that Final Fantasy Trailer  New Hades  Yes please  What did you love ,2022-12-09T10:29:04.000Z,1.0,0,1,16,0,0.1407828282828283
9681,1601161612416598016,GOOD MORNING Congrats to Elden Ring and From Software for Game of the Year  and may my vote help win ,2022-12-09T10:27:31.000Z,1.0,0,0,0,0,0.3666666666666667
9721,1601160649932820481,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:23:41.000Z,1.0,0,0,0,0,-0.4
9723,1601160621634248704,Congrats to Elden Ring and all the other winners at  ,2022-12-09T10:23:34.000Z,1.0,8,0,6,0,-0.125
9726,1601160539388149760,Elden Ring gana el GOTY por delante de God Of War y devuelve la gloria a Miyazaki,2022-12-09T10:23:15.000Z,1.0,2,0,3,0,0.0
9745,1601160220084142082,YESSS ELDEN RING WON GOTY      ,2022-12-09T10:21:59.000Z,1.0,0,0,2,0,0.0
9747,1601160199632719872,were pretty alright  not gonna lie I was actually so tired watching it at am and thought the bill clinton kid was actually part of the elden ring dev team ,2022-12-09T10:21:54.000Z,1.0,0,1,0,0,-0.05000000000000001
9776,1601159618436399106,God of War Ragnark left the awards show with the most trophies  with Elden Ring not far behind Check out the full list of winners from The Game Awards  READ ,2022-12-09T10:19:35.000Z,1.0,1,0,1,0,-9.25185853854297e-18
9777,1601159570335748096,Well Deserved  Elden Ring won the Game of the Year in The Game Awards ,2022-12-09T10:19:24.000Z,1.0,1,0,0,0,-0.4
9783,1601159396670996482,Elden Ring sucks,2022-12-09T10:18:42.000Z,1.0,0,0,0,0,-0.3
9809,1601158883879268352,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T10:16:40.000Z,1.0,0,0,0,0,-0.4
9828,1601158417833656320,Can t believe Elden Ring on GOTY  Like it was good but it should ve went to Ragnarok and you can t change my mind,2022-12-09T10:14:49.000Z,1.0,0,0,0,0,0.7
9852,1601157748690821125,Elden Ring winning Game of the Year at  ,2022-12-09T10:12:10.000Z,1.0,0,0,0,0,0.04999999999999999
9863,1601157465256890368,I was supposed to watch on the train last night but due to all the cancellations and changes I didn t get the chance  I figured Elden Ring got GotY  any other announcements worth noting ,2022-12-09T10:11:02.000Z,1.0,0,2,0,0,0.012499999999999997
9884,1601156854159396864,Elden Ring DLC looks wild,2022-12-09T10:08:36.000Z,1.0,0,1,1,0,0.1
9920,1601156137629282305,Elden Ring won Game of the Year award CONGRATULATIONS,2022-12-09T10:05:45.000Z,1.0,0,0,0,0,-0.4
9922,1601156124937400320,minho birthday shinee jype new sza jinni trained nmixx bugaboo disbanded god of war hades miyazaki xenoblade skip halsey maxx crosby jerry tillery genshin dame armored core bill clinton elden ring derek carr,2022-12-09T10:05:42.000Z,1.0,0,0,0,0,0.13636363636363635
9931,1601155945651851264,As much as I love God of War Ragnarok  Elden ring was undoubtedly one of the best games of this year  The impact Elden ring had when it released was like no other  amp  deserves all the praise its gotten ,2022-12-09T10:05:00.000Z,2.0,1,0,1,0,0.5208333333333334
9943,1601155643930718208,Congratulations Elden Ring     Game of the Year REAL    ,2022-12-09T10:03:48.000Z,1.0,0,0,2,0,-0.1
9951,1601155499357278209,Congratulations Elden Ring and Bill Clinton for winning,2022-12-09T10:03:13.000Z,1.0,0,0,0,0,0.5
9955,1601155359086850048,I get that Elden Ring is a very good game  but to me it feels like giving the best picture Oscar to a film that refuses to include subtitled versions,2022-12-09T10:02:40.000Z,1.0,0,1,0,0,0.5033333333333333
9958,1601155277687881729,  2 2  Every cucumber some Xbox gamers voting Elden Ring for now and they went gone gold   ,2022-12-09T10:02:20.000Z,1.0,0,0,0,0,0.0
9964,1601155172658745344,To the kid who interrupted the devs accepting their award for GOTY for Elden Ring at and making things so awkward  not even respectfully  but truly fuck you  Dumbass  This is why certain events shouldn t be open to the public,2022-12-09T10:01:55.000Z,1.0,0,0,0,0,-0.047619047619047616
9970,1601155033961467904,ELDEN RING   never any doubt  AMAZING result  lt 3HADES II   cor yes Death Stranding   excite Final Fantasy XVI   looks absolutely amazing  YES I HECKIN  LOVE VIDEO GAMES MAN  might even FINALLY pick up Cyberpunk now we have Idris Elba in it,2022-12-09T10:01:22.000Z,1.0,0,1,3,0,0.34
9984,1601154833322369030,est le Heureux   Elden Ring is the GOTY Happy  ,2022-12-09T10:00:34.000Z,1.0,0,0,0,0,0.8
9988,1601154793275203585,I m so happy rn I m reinstalling elden ring augh uhmdfhhfdsafhasdfjhyuod cums,2022-12-09T10:00:25.000Z,1.0,0,0,0,0,0.8
10006,1601154492124188673,If GOW R loses GOTY because of PlayStation Fanboys to voting Elden Ring or GOW they will choose and they bagged at The Game Awards    ,2022-12-09T09:59:13.000Z,1.0,0,1,1,0,-0.35
10017,1601154338381914113,Open this app to see what besides the obvious  Elden Ring  amp  God of War deservedly smashing it  happened at last night These three posts right here bang top of my screen  unreal,2022-12-09T09:58:36.000Z,1.0,0,1,0,0,0.15714285714285714
10040,1601153760482316288,Do we think Elden Ring deserved to win the GOTY at the  ,2022-12-09T09:56:19.000Z,1.0,0,1,0,0,0.8
10044,1601153694048800769,elden rings final boss,2022-12-09T09:56:03.000Z,1.0,0,0,0,0,0.0
10045,1601153657453834240,Elden RingGame of the YearGame DirectionArt DirectionRPGGod of War RagnarkAudioAction AdventureNarrativePerformanceScore MusicBayonetta Action GameSplatoon MultiplayerSTRAYIndependentDebut Indie1 ,2022-12-09T09:55:54.000Z,1.0,0,1,4,0,0.1
10058,1601153175456604160,ooohhh Elden Ring,2022-12-09T09:53:59.000Z,1.0,0,0,0,0,0.0
10135,1601151899696103424,The first thing I saw when I checked was Bill Clinton so I thought Bill Clinton himself came on the game awards to talk about Elden Ring or something but instead it s just some kid lmao,2022-12-09T09:48:55.000Z,1.0,0,0,0,0,0.15
10160,1601151623719686145,minho birthday shinee jype new sza jinni trained nmixx bugaboo disbanded god of war hades miyazaki xenoblade skip halsey maxx crosby jerry tillery genshin dame armored core bill clinton elden ring derek carr,2022-12-09T09:47:49.000Z,1.0,0,0,0,0,0.13636363636363635
10188,1601151258282561537,  of what I voted for ended up winning  including Elden Ring for GOTY  not that it was ever rocket science   So I m pretty satisfied with myself Congrats to  amp  every single person that participated in putting this event together,2022-12-09T09:46:22.000Z,1.0,0,1,1,0,0.29464285714285715
10219,1601150909689761794,A kid showed up on stage after Elden Ring s Game of the Year speech to talk about Bill Clinton,2022-12-09T09:44:59.000Z,1.0,0,0,0,0,-0.4
10227,1601150786326605824,Best moments from Jedi Survivor Armored Core VI War Hammer SM Transformers game ELDEN RING w  the W Watching it w  the homie,2022-12-09T09:44:30.000Z,1.0,1,0,1,0,0.3
10229,1601150765120327682,Iran holds first execution over anti government protests   Follow RT Fav     Bill Clinton   Elden Ring   GOTY         Hades   God of War   Game of the Year  ,2022-12-09T09:44:25.000Z,1.0,1,0,1,0,-0.07500000000000001
10289,1601149507915366400,UN Secretary General expresses support to Al Sudanis government   Follow RT Fav     Bill Clinton   Elden Ring   GOTY         Hades   God of War   Game of the Year  ,2022-12-09T09:39:25.000Z,1.0,0,0,0,0,-0.175
10304,1601149268697710592,I am glad that a game that actually deserved to win actually won this year  After the showed the entire world that they never actually cared about what player s actually think in   it s really hard to take it seriously  but elden ring deserves it ,2022-12-09T09:38:28.000Z,1.0,0,0,0,0,0.027500000000000007
10307,1601149209818042368,I m a bit salty because God of War holds a special place in my heart and I haven t personally played Elden Ring yet HAHA  Though I know Elden Ring deserved the GOTY award and that the community is happy with the choice ,2022-12-09T09:38:14.000Z,2.0,0,0,0,0,0.3392857142857143
